bqp100-1	-7970.0	39.676661252975464	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-10	-12565.0	50.164968729019165	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-2	-11036.0	48.36515712738037	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-3	-12723.0	49.10217595100403	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-4	-10368.0	50.23271822929382	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-5	-9083.0	31.288116931915283	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-6	-10210.0	42.699819803237915	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-7	-10125.0	127.66160035133362	[1. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-8	-11435.0	45.727285623550415	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp100-9	-11455.0	45.268697023391724	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-1	-45607.0	50.80912232398987	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-10	-40442.0	52.23203897476196	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-2	-44810.0	52.632214069366455	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-3	-49037.0	44.95316934585571	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-4	-41274.0	36.00308346748352	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-5	-47961.0	215.54220938682556	[1. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-6	-41014.0	48.21957325935364	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-7	-46757.0	97.94135546684265	[1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-8	-35726.0	83.23839926719666	[1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp250-9	-48916.0	35.63457131385803	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-1	-2098.0	38.545177936553955	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-10	-3507.0	46.13848328590393	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-2	-3702.0	48.735036849975586	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-3	-4626.0	50.947110176086426	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-4	-3544.0	47.6619017124176	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-5	-4012.0	48.91182494163513	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-6	-3693.0	44.26971125602722	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-7	-4520.0	41.91504454612732	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-8	-4216.0	41.938374757766724	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp50-9	-3780.0	47.91279053688049	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
bqp500-1	-116586.0	5592.03204202652	[ 0.  0.  0.  0.  0. 91.  9.  0.  0.  0.]
bqp500-10	-130619.0	5625.907679080963	[ 0.  0.  0. 46. 54.  0.  0.  0.  0.  0.]
bqp500-2	-128339.0	5685.407928705215	[ 0.  0.  0. 72. 28.  0.  0.  0.  0.  0.]
bqp500-3	-130812.0	5266.462158918381	[ 0.  0.  0. 99.  1.  0.  0.  0.  0.  0.]
bqp500-4	-130097.0	5362.871558904648	[ 0.  0.  0.  0. 99.  1.  0.  0.  0.  0.]
bqp500-5	-125487.0	5834.363568782806	[ 0.  0.  0.  0. 99.  1.  0.  0.  0.  0.]
bqp500-6	-121772.0	5597.0010714530945	[ 0.  0.  0.  0. 60. 40.  0.  0.  0.  0.]
bqp500-7	-122201.0	5537.053292751312	[ 0.  0.  0.  0. 42. 57.  1.  0.  0.  0.]
bqp500-8	-123559.0	5085.060771226883	[ 0.  0.  0.  0. 74. 26.  0.  0.  0.  0.]
bqp500-9	-120798.0	5641.5422196388245	[ 0.  0.  0.  0. 19. 81.  0.  0.  0.  0.]
